Product ID,Product Name,Chinese Name,Image Link,Video Link,Price (RM),Category
"B207","108 FEET 8 COLOUR  108  Copyright Item","","https://media.bmfireworks.com/bearboom/images/cmf0tbnjs001ki904n40unv3a.png","https://media.bmfireworks.com/bearboom/videos/cmf0tbnjs001ki904n40unv3a.mp4","268","firecracker"
"B001","8 FEET - 500 BIJI (SUPER LOUD) (BOM)  - 500-","","https://media.bmfireworks.com/bearboom/images/cm4131kr800145kbkij9vdted.png","https://media.bmfireworks.com/bearboom/videos/cm4131kr800145kbkij9vdted.mp4","8","firecracker"
"B002","8 FEET 1.0 SUPER RED 1.0","","https://media.bmfireworks.com/bearboom/images/cm4131kyk00285kbkutnmfuna.png","https://media.bmfireworks.com/bearboom/videos/cm4131kyk00285kbkutnmfuna.mp4","18","firecracker"
"B003","8 FEET 1.0 SUPER ROSE 1.0","","https://media.bmfireworks.com/bearboom/images/cm4131lnx006k5kbkne7zs3rn.png","https://media.bmfireworks.com/bearboom/videos/cm4131lnx006k5kbkne7zs3rn.mp4","18","firecracker"
"B007","8 FEET 1.0 SUPER GOLD 1.0","","https://media.bmfireworks.com/bearboom/images/cm4131le2004w5kbk8q5tdx9w.png","https://media.bmfireworks.com/bearboom/videos/cm4131le2004w5kbk8q5tdx9w.mp4","20","firecracker"
"B081","12 FEET 1.2 SUPER GOLD  (1.2)","","https://media.bmfireworks.com/bearboom/images/cm4131kpv000w5kbkcbopersl.png","https://media.bmfireworks.com/bearboom/videos/cm4131kpv000w5kbkcbopersl.mp4","40","firecracker"
"B005","18 FEET 1.2 SUPER RED  18   (1.2)","","https://media.bmfireworks.com/bearboom/images/cm4131l09002k5kbkxldl1xys.png","https://media.bmfireworks.com/bearboom/videos/cm4131l09002k5kbkxldl1xys.mp4","45","firecracker"
"B004","18 FEET 1.2 SUPER ROSE 18  (1.2)","","https://media.bmfireworks.com/bearboom/images/cm4131kqk00105kbkdaaazj0c.png","https://media.bmfireworks.com/bearboom/videos/cm4131kqk00105kbkdaaazj0c.mp4","45","firecracker"
"B201","18 FEET 1.2 SUPER GOLD  18   (1.2)","","https://media.bmfireworks.com/bearboom/images/cm4131kpo000u5kbkhzylfk5i.png","https://media.bmfireworks.com/bearboom/videos/cm4131kpo000u5kbkhzylfk5i.mp4","50","firecracker"
"B082","28 FEET SUPER GOLD (GIFT BOX)   28","","https://media.bmfireworks.com/bearboom/images/cm4131l4w003e5kbkp0ebud2b.png","https://media.bmfireworks.com/bearboom/videos/cm4131l4w003e5kbkp0ebud2b.mp4","108","firecracker"
"B006R","38 FEET SUPER RED  38","","https://media.bmfireworks.com/bearboom/images/cm4131lxj00865kbk8yw3b5cq.png","","128","firecracker"
"B006P","38 FEET ROSE  38","","https://media.bmfireworks.com/bearboom/images/cm4131lf100505kbk7qhqqwpm.png","","128","firecracker"
"B006G","38 FEET GOLD  38","","https://media.bmfireworks.com/bearboom/images/cm4131lbo004g5kbkocdxg2cr.png","","138","firecracker"
"B008","88 FEET SUPER RED  88","","https://media.bmfireworks.com/bearboom/images/cm4131l1t002u5kbkb4n26rmy.png","","188","firecracker"
"B009","88 FEET SUPER ROSE  88","","https://media.bmfireworks.com/bearboom/images/cm4131kso001a5kbkw8b6cs14.png","","188","firecracker"
"B202","88 FEET SUPER GOLD  88","","https://media.bmfireworks.com/bearboom/images/cm4131l2v00305kbkcdgr9hrr.png","","208","firecracker"
"B203","88 FEET MIX (SUPER RED + ROSE)  88","","https://media.bmfireworks.com/bearboom/images/cm4131l9y00485kbkns4zdlls.png","https://media.bmfireworks.com/bearboom/videos/cm4131l9y00485kbkns4zdlls.mp4","188","firecracker"
"B885","88 FEET 5 COLOR  88","","https://media.bmfireworks.com/bearboom/images/cm4131l9900445kbk1jidft6q.png","https://media.bmfireworks.com/bearboom/videos/cm4131l9900445kbk1jidft6q.mp4","228","firecracker"
"B204","108 FEET SUPER RED  108","","https://media.bmfireworks.com/bearboom/images/cm4131ltk007i5kbknufhcdc6.png","","228","firecracker"
"B205","108 FEET SUPER ROSE  108","","https://media.bmfireworks.com/bearboom/images/cm4131lnf006g5kbkkoaxwfr4.png","","228","firecracker"
"B208","108 FEET SUPER GOLD  108","","https://media.bmfireworks.com/bearboom/images/cm4131l6q003o5kbkelbimf8e.png","","258","firecracker"
"B011","108 FEET MIX (SUPER RED + ROSE)  108","","https://media.bmfireworks.com/bearboom/images/cm4131lf400525kbk9c2o0at9.png","","228","firecracker"
"B085","138 FEET (RED/ROSE RANDOM)  138/ - )","","https://media.bmfireworks.com/bearboom/images/cm4131l4n003a5kbk311x135x.png","","298","firecracker"
"B084","8 FEET (SUPER LOUD) (BOM)  -","","https://media.bmfireworks.com/bearboom/images/cmjvu5gyz001alb04a1j6r67c.png","https://media.bmfireworks.com/bearboom/videos/cmjvu5gyz001alb04a1j6r67c.mp4","7","firecracker"
"B083","168 FEET MIX (SUPER RED & PURPLE)  168+ (1PCS)","","https://media.bmfireworks.com/bearboom/images/cm4131kt0001g5kbkod15qw8e.png","","350","firecracker"
"B032","POP POP","","https://media.bmfireworks.com/bearboom/images/cm4131ko7000k5kbkwl12wyxf.png","https://media.bmfireworks.com/bearboom/videos/cm4131ko7000k5kbkwl12wyxf.mp4","32","pop-pop"
"B032B","POP POP BOTTLE","","https://media.bmfireworks.com/bearboom/images/cmf10sh820004lc04wrstqcs4.png","https://media.bmfireworks.com/bearboom/videos/cmf10sh820004lc04wrstqcs4.mp4","32","pop-pop"
"B033","POP POP BESAR","","https://media.bmfireworks.com/bearboom/images/cm4131l0v002q5kbkxb9wmr72.png","https://media.bmfireworks.com/bearboom/videos/cm4131l0v002q5kbkxb9wmr72.mp4","48","pop-pop"
"B104","MANCIS POP POP","","https://media.bmfireworks.com/bearboom/images/cm4131lpc006s5kbk0bck5c6g.png","https://media.bmfireworks.com/bearboom/videos/cm4131lpc006s5kbk0bck5c6g.mp4","38","pop-pop"
"B014","SUNSET KECIL LIMA WARNA(NEW UPGRADE) ()","","https://media.bmfireworks.com/bearboom/images/B014_31.png","https://media.bmfireworks.com/bearboom/videos/B014_31.mp4","12","handheld"
"B015","SUNSET BESAR LIMA WARNA (NEW UPGRADE) ()","","https://media.bmfireworks.com/bearboom/images/B015_32.png","https://media.bmfireworks.com/bearboom/videos/B015_32.mp4","18","handheld"
"B016","ASAP COLOR","","https://media.bmfireworks.com/bearboom/images/B016_33.png","https://media.bmfireworks.com/bearboom/videos/B016_33.mp4","8","handheld"
"B017","ASAP","","https://media.bmfireworks.com/bearboom/images/B017_34.png","https://media.bmfireworks.com/bearboom/videos/B017_34.mp4","10","handheld"
